score,content
2,karena WhatsApp messenger saya satu satu nya belum dibuka kapan
2,"gak suka banget sama tampilan statusnya setelah di update, malah makin ke atas gambar/videonya 😭"
2,download nya loading lelet mohon di tinjau lagi terimakasih
2,baguss
2,"Sy br mau download ,,,,,ini bukan akun sy sih karena hp second ,,,,,, semoga bisa diperbarui WA sy ,,,,,,dari mbak Tika di Sedayu Bantul,,,,,,"
2,TDK dpt perbaharui WhatsApp messenger
2,kenapa ya w.a saya gabisa dipake kunci chat nya
2,"kadang suka nge-lag sendiri pdhl memori masih banyak, eand g bisa tag grup? tolong di perbaiki lag y, gimn ph nih admin"
2,kenapa fitur di WhatsApp saya hilang semua
2,ko ntolll
2,banyak bug nya
2,WhatsApp Ltd Bon Jovi lengkap calls 2
2,Baik
2,good tapa ribet
2,"Makin kesini makin gak ketolong ini aplikasi, padahal jaringan full kuota banyak tapi ngejam buat ngirim chat. perbaiki lagi tolong!"
2,sudah ku update knp ndk bisa th buka?plis jwab cpet
2,WhatsApp sekarang buka camera liat foto2 ngelag+patah patah
2,"Kenapa di hp saya tidak bisa kirim pesan bersuara, terkirim tapi kosong tidak bersuara tapi jika menerima bisa di putar,tapi kalo kirim vidio saya bersuara bisa bersuara,kenapa tuh"
2,"setelah update jadi susah gabisa ngirim stiker, foto/video bikin status juga gabisa cuma bisa chatan biasa doang."
2,"nomer kontak di tlfon udh ke hapus tpi di wa masih ada, tidak bisa ikut kehapus.."
2,yohh hyyy u UU UU u UUu uuu ya Uyyy aku udah itu uuuu u hhhh ruyyyybg HH r RESSy GBUh GBU GBU jyy BB GG H GBU yt hhhh h yyy hu h aku hu hu hu t bgt t y hhhh h
2,b aj
2,setelah update saya tidak dapat mengirim file apapun.gambar foto dan video ..
2,"gabisa di daftar dari kemaren kemaren sampai emosi saya, pdhl udh bener tapi tetep gabisa"
2,gak bisa di buka karena kena spam.. minta tolong hapus spamnya
2,Kenapa ya sy g bisa instal whashapp di hp Vivo 20s?
2,"kenapa wa saya tidak bisa membuka file tolong diperbaiki, kalo sudah diperbaiki baru saya kasi bintang 5"
2,klo bisa lebihin lagi bikin akunnya
2,ngelag terus
2,WhatsApp tema nya gabisa di aku padahal dah di update
2,Wa suka un instal sndri ya
2,kenapa sih setiap pas mau aplod foto selalu aja burem tolonglah di perbaiki🙏
2,update 2 kali.😭😭
2,benerin dulu dongg bug nya
2,tolong perbaiki vitur tag saya mau tag tmn saya di wa gk bisa
2,"ini ngebug atau gimana yah, aku kirim vidio mp4 gak bisa. tolong dong diperbaikin"
2,di WhatsApp ku GK ada fitur musik ya
2,"update mulu,perbaiki sinyal nya pas VC jangan suruh ngelag mulu"
2,whatsApp saya ngk da fitur musik
2,setelah di updet pas ada yg nelpon atau pun yg pakai voicnot knpa hp nya selalu mati dan gk bisa di klik...
2,jadi pecah ketika upload video
2,"ini wa lagi kenapa yaa, kok foto foto di galery saya yang di terima lewat wa jadi hilangan semuaa gak ada tersimpan di galery lagi?"
2,wa ku knpa sering di ban masa 2 hari ke ban lagi knapa salah apa
2,maaf saya kasih bintang 2 karena kontak orang lain tidak bisa di simpan atau di seve dan loding nya lama
2,"setiap update status di wa kenapa jadi belurr yah, padahal saya memakai kualitas video 4k."
2,Fitur Fitur nya tolong di benerin soalnya kali mau ngirim foto / vidio atau membuat status wa biasanya delay
2,"apasi gak jelas banget nambah lama nambah aneh trus rada ga msuk akal kalo ngapdate nya, di apdate bukn nambah bagus malah nmbah gjls, buka chat whatsapp mlah untuk ngetik nya hilang GAJELAS BANGET tolong si diperbaiki yang bner jangan asal update aja!"
2,kok 2 hari sebelum saya update wa saya tidak bisa di buka lagi ya setelah buka gitu keluar sendiri dia trus saya update pun masih sama wa saya ga berubah tetep keluar sendiri dia mohon di perbaiki ya🙏
2,"tolong perbaiki bug nya sangat mengganggu, ada bug dimana box untuk mengetik pesan hilang atau kependam, jdinya gbsa ngetik pesan"
2,video call agak tersendat sendat
2,Mohon untuk di perpanjang durasi storynya karena saya mau masukan gameplay saya yang berdurasi 3 menit mohon🙏🙏🙏
2,Udah di Update tapi bikin story pake lagu masi belum muncul di WA saya. seperti WA orang2 lain. Terkadang ngga ngerti liat whatsapp yang aneh2; tidak merata adanya hal baru setelah di update. semoga jelas updatenya buat semua orang.
2,bintang 2 dulu maaf bosku klu sudah tidak di bug wa saya saya kan tabakan bintangnya.. knpa tiba2 wa saya tidak bisa di gunakan.. tolong pihak wa memulihkan akun wa saya karena wa sangat penting bagi saya dan untuk belajar anak saya.. gimana anak saya ngejakan PR dari gurunya klu wa saya kna bug.. aku minta tolong yg sebesar-besarnya kepada pihak wa.. trimakasi
2,speakernya otomatis on pas VC dan gk bsa di matiin dulu speakernya bisa di matiin skrg gk suara kita gk kedengaran sama org yg kita VC knp sih kek gini
2,kenapa aku kasih bintang dua karena akun wa ku selalu ada Maslah harus minta pertinjau katanya akun ini di spam tolong kepada pihak WhatsApp segera di betulin karena wa ini sangat penting untuk orang tua saya
2,"bagus sih, tapi yaa suka ngelag trs"
2,sangat mudah
2,walapun sdh di update tetap tdk bisa buat story menggunakan musik
2,"Hallo admin wharsapp yang terhormat,saya memohon buka kembali akun whatsapp saya karena saya tidak melakukan spam,saat ini kemungkinan akun whatsapp saya sedang di retas oleh orang yang tidak bertanggung jawab dan melakukan pelanggaran,saya memohon untuk membuka kembali akun whatsapp saya agar bisa di gunakan kembali karena sangat penting,terimakasih"
2,semakin di update semakin aneh kadang ada bug lah ini lah itu lah pas nonton sw padahal sinyal gw bagus tpi ngelag pdhl gw pas main ml ngga ngelag sama sekali
2,masa ganti nada dering WhatsApp gabisa
2,ok
2,tidak bisa membuat avatar dari selfie
2,perbaiki lah tuh bug wa nih 🗿👍🏼
2,kenapa wa saya ga bisa update status wa pake lagu 🥲
2,updatenya selalu ketinggalan
2,"waktu itu cuma iseng pencet tambahkan akun, ehh malah semua media di whatsapp hilang. Foto dan video yang 6000 lebih kehapus semua, tolong dong gimana solusinya"
2,WhatsApp gimna inii?? makin jelek nii
2,"sudah di perbarui aplikasinya,dan semakin lama semakin kesini ga relevan dan sangat buruk tidak ada notifikasi buat telepon dan video call gambar hilang2 & suara putus2, tolong kembalikan seperti dulu lagi biar pengguna aplikasi ini di gemari banyak orang pengguna."
2,pengen seperti mereka......
2,hampir dua minggu ga bisa apdet vidio menerima dan mengirim vidio selalu format file tidak di dukung
2,tolong untuk wa status ditingkatkan lagi karena buram kalau di pasang lagu
2,kok di aku yg fitur musik gada yah padahal dh di update
2,Mengembalikan data yang tersimpan gagal terus.
2,dewa qefv
2,👍👍
2,Harus bagaimana
2,Septian Abdul H
2,aplikasi bagus
2,Tolong yg ada di bawah setatus di hilangkan karena gak penting.
2,apk gak jelas masa gak ada yang bals Chet gw
2,Halo juragan
2,"Kenapa saat saya ingin mencadangkan chat tidak bisa? Tertuliskan bahwa saya harus mengosongkan penyimpanan internal padahal penyimpanan internal saya sisa banyak, dan kalaupun yang dimaksud penyimpanan Drive itu juga masih banyak. Tolong perbaiki ini saya sedang sangat butuh fitur ini."
2,saya kasih bitang 2 dulu krana wa saya terkena spam trus
2,plss bngtt knp wa ga bisa di buka gimn ini padahal bsok saya hrus ujian menggunakan hp tolong dong gimn cara nya saya hrus pakai wa bsok pagi
2,"Udh 1 bulan lebih tidak bisa mengirim video ke chat lain dan ke status, sudah diperbaharui semuanya udh di boot ulang hp nya tapi ttep gabisa"
2,Sanggar baik
2,"jelek update nya. di andro bila mau ngirim foto lewat album, album nya jadi terbatas gitu (ada yang hilang albumnya padahal di galeri ada). susah harus nyari/scroll segala."
2,pad download ny ngelag
2,mohon tolong wa sy minta di jln kan lagi klo sy slh tolong ksih tau apa slh sy
2,harus update terus
2,sangat membantu
2,ku beri 2 bintang sementara dulu kalau nanti gak terkena spam lagi baru ku kasih full bintang ya🙏🙏
2,kenapa whatsApp yg saya pake sering kadaluarsa
2,"siapa sih yang ciptain fitur ""baca semua"" ganggu banget sumpah, lagi pengen liat pesan berbintang buat liat jadwal malah ada fitur ""baca semua"" reflek pencet karena posisi fitur ""pesan berbintang"" awalnya disitu, padahal sengaja ga bales pesan karena gatau mau jawab apa, eh malah kepencet fitur ""baca semua"", hama bgt sumpah fiturnya"
2,ko belum bisa fitur audio music ya ?
2,Sangat buruk...selalu kena spam
2,"ee bang hapus fitur 1x liatt lahh,cewekku ini selalu ngirim 1x liat"
2,akun saya di blokir tolong wassap ini kenapa akun saya diblokir/ di ban
2,tolong fitur saluran dihilangkan karena sangat berbahaya masak saluran grup yang maaf dewasa muncul dan yang memakai anak2 wa ini tolong pihak wa perhatikan ya
2,apk apa ini pas aku buka malah pesannya g bisa di hapus😒
2,"kenapa aku ga bisa menerima pesan dari orang lain,dan ga bisa chatan lagi 😭😭😭kalo ada. notip tapi ga bisa liat gimana ya cara bisa chat lagi😭😭😭😭😭😭😭😭😭"
2,Mantap
2,kenapa ya Whatsap saya selalu ke blokir padahal saya gaperna ngapa ngapain loh kenapa selalu di blokir tolong pihak Whatsap
2,apaan dah wa skarang enak² vn an malah tiba² mati giliran di vc lagi malah menghubungkan ulang padahal sinyal enak² aja
2,ko wa ga bisa masuk iya
2,punyaku gaada fitur musiknya.
2,sangat menjengkelkan
2,vc buruk
2,"buat video call gambar selalu ngeblur seperti tidak ada sinyal, padahal sinyal bagus dan normal"
2,"Upload story foto/ video FHD jadi 3GP, musiknya kurang lengkap, kebanyakan dj gak jelas,"
2,maaf saya kasih bintang 2 karna gak bisa updeat ke fersi baru yg stori foto bisa pake lagu🙏
2,pelajar
2,knpa akun saya sering dapat spam
2,banyak bug
2,tolong pihak WA kenapa WA saya terbelokir trus pdhl syaa ga pernah spam chat dan sya Udah ganti 4x kartu baruu tetep aja terbelokir tolong solusinya pihak WA
2,gambarnya blur klo buat vc
2,wa ku kenapaa gaada efeknya udang di update juga masih gaada efek telponnya
2,"kenapa setelah di update,pesan yang di channel selalu ga kekirim,tunggu beberapa hari baru kekirim"
2,ku kasi bintang 2 dl sbb sering kali mintak pembaharuan
2,sering gak muncul notitf
2,aplikasi ini bagus tapi ketika saja mencari saluran WhatsApp tidak bisa dengan nama ya jadi tolong di perbaiki ya
2,"aku gabisa kirim pesan di saluran, kenapa si"
2,gak bisa update kenapa ya😔
2,lumayan
2,"woy min tolong perbaiki sistem spamnya dong, WA gua gk ad yg spam mala kena ben udh dipulihkan mala keben lagi tolong lah min"
2,kenapa tidak ada emote pelukan sambil digendong?
2,teni in
2,maap nih ya.warna chat ku kok gk ada ya padalah dh upd
2,kurang bagus
2,wa gjls banya ngleg ya + ga di apa' in keluar sendiri
2,aku udh update tapi blom ada fitur musik🥺
2,pesan kadang telat masuk.
2,sudah sangat baik..tp kenapa saya blm bisa menikmati fitur musik terbaru di pembaruan WhatsApp 🙄
2,Wa saya nga bisa di pakai di spam bagaiman caraya
2,beri 2.bintang dulu kalau bagus jdi 5.
2,Coba
2,mengapa wa sudah di instal tidak masuk di aplikasi
2,"𝚜𝚊𝚗𝚐𝚊𝚝 𝚋𝚊𝚒𝚔,,𝚝𝚊𝚙𝚒 𝚖𝚊𝚊𝚙 𝚔𝚎𝚝𝚒𝚔𝚊 𝚔𝚒𝚛𝚒𝚖 𝚟𝚒𝚍𝚎𝚘 𝚍𝚞𝚛𝚊𝚝𝚒𝚘𝚗 𝚢𝚊𝚊 𝚙𝚎𝚗𝚍𝚎𝚔 𝚕𝚘𝚊𝚍𝚒𝚗𝚐 𝚝𝚎𝚛𝚞𝚜𝚜𝚜𝚜𝚜𝚜"
2,bagus
2,Tidak bisa masuk watsap
2,pesan disaluran sering tidak terkirim.
2,"perbarui,"
2,kenapa ya PIN nya selalu salah padahal itu benar PIN nya yg saya buat.. tapi WhatsApp nya selalu menolak... kecewa banget.. 🤧
2,tolong segera di perbaiki. karena sekarang buka chat kadang tidak muncul untuk kolom mengetik pesan nya
2,"buat status susah,ribet"
2,saya tidak bisa mendownload whatsApp messenger
2,"makin update makin jelek, kadang kalau buka story tidak ada suaranya."
2,"terlalu sering kena spam, jadi males pake apk ini..."
2,"kamera ngga bisa dibuka, padahal semua sudah diizinikan dari perangkat"
2,"koq susah kali ya,saat maw video call TDK bisa,bahkan di tekan aja susah,,atw klw d telpon ngk bisa di angkat, cuman panggilan suara yang bisa, tolong dong gimna in,, semua udah di kasih izin tetap TDK bisa"
2,tolong buka kembali akunt what shap saya Krn sangat penting sekali d gunakan
2,ko akun kena spam trus
2,"Percuma ngasih bintang bnyak, video atau foto yg di kirim di status hasilnya jelek banget, ngeblur padahal udh setingan HD.......​Gak ada peningkatan utk hasil media, payah"
2,"saya mau memberikan keluhan saya tentang apk ini. ""sy sebenarnya juga heran dn kecewa, krn saat saya membuka apk ini tiba-tiba gk bisa masuk ke wa karena melakukan pelanggaran. padahal saya gk melakukan hal-hal yang meresahkan, saya hanya mengirim tugas video saya ke guru, bertanya ke teman² sy tiba-tiba bgt gw gk bisa masuk,terus dikasi peringatan semacam itu, kenapa?! apa yang gw lakuin?"" plss lah gk adil bgt, napa org bisa ngespam di group blh, tiba ini doang dipermasahkan. plss tolong!"
2,"Ko kepada downloadnya lama banget ya,soal jaringan stabil masa tidak bisa ya, mohon penjelasannya teman-teman semuanya 🙏"
2,"ga tau knp ni wa, padahal uda di update tpi ga ada efek nya"
2,"wa nya error,salah di mana tiba tiba g bisa di buka,tulisan nya spam,"
2,wasap gimna ini ga bisa masuk
2,wa nya sering ngebug gak bisa liat teman online padahal dia online
2,tentang whatsApp
2,ngak bisa te instal anjirr
2,tidak dapat menginstal WhatsApp. susah bngt gangguan kenapa ya
2,"mohon akun WA saya di Normalkan kembali karena saya tidak pernah melanggar aturan Apapun, kenapa setiap saya melakukan panggilan akun WA saya langsung terputus dan tidak bisa menggunakannya lagi. Mohon bantuannya. Terimakasih"
2,Kontak dib WA hilang
2,bagus
2,Saya merasa notifikasi panggilan terasa terus muncul padahal orang yang memanggil saya itu tidak memanggil saya dari kemarin sampai sekarang mohon diperbaiki bug ini terima kasih
2,watsaap eror teros
2,tolong.di perbaiki status.soalnya terlalu buram
2,pas pertama memperbarui kok buat pesan suara GK bisa ya buat kirim foto GK bisa jugak kasih tau dong gimana cara nya agar bisa pesan suara dan kirim foto vide?
2,saya tidak pernah melanggar peraturan WA tapi setiap dibuka selalu kenak spam.kebijakan yg tidak ada dasarnya ini ma
2,sering banget error
2,mantap
2,di aku kok ga bisa buat status padahal jaringannya udah bagus tapi pas mau masukin sw malah *mengirim trus*
2,mantap
2,"whatsapp messenger kenapa sih , nomer sama akun whatsapp saya di blokir terus padahal saya gak ngelanggar sama sekali tapi nomer sama akun whatsapp saya di blokir sama spam lah sama blokir permanen , kenapa sih pihak whatsapp saya udah ganti nomer berkali kali tapi semuanya di blokir padahal saya gak ngelanggar saya pakai whatsapp buat tugas sekolah karena saya masih pelajar , tolong yang bisa bantuin , bantuin saya"
2,"kali ini, saya kecewa lagi. media di whatsapp kalau bisa kayak akun sebelah dong. kapan aja bisa diunduh lagi meski gak dicadangkan. ini udah dicadangkan pun masih aja gak bisa balik medianya. kepencet tambah akun baru malah ngilangin semua media di akun lama. sebel"
2,09 09 D memudahkan saya wa Q
2,kenapa whatsapp ku selalu di spam 😡😡😡
2,"udah download malah gak bisa kepake, bacaannya versi baru terus.. gimana nih.."
2,"kok whatsap gua gada fitur musik nya si sedangkan yg lain udaa ada kenapa sii selalu telat klo ada update,APAANSII WA KOK SEKARANG GABISA TELPONAN😠"
2,"adanya saluran menjadi perusak anak"" bangsa, hapus lg channel balikin wa mcm dulu, udah group bnyak bokep"
2,baik sekali
2,aneh skrng wa nya .pdhal kartu baru beli dan handphon jga baru...tp sekali donlod dan mau daftar kq bacaan nya...akun ini tidak bisa lagi memakai whatsapp..butuh pertinjauan .apa maksud nya...ada gila2 nya kurasa WhatsApp skrng
2,kenapa akun WhatsApp saya terkena spam ya ?
2,kenapa pas masuk wa lngsung balik lagi ya ga bisa masuk stiap masuk pasti lngsung kembali lg ga bisa masuk kenapa yah
2,jangan pernah
2,"perangkat redmi note 11 ada masalah saat video call, yaiu video patah2 dan ngelag. tolong diperbaiki"
2,ok
2,kenapa ko kena spam whatsapp saya no saya bingung kenapa ya
2,semua udah bagus tapi kenapa kalau pas bikin story pakai foto/vidio dari rekam layar jadi blur banget padahal sebelum di bikin story jernih
2,Update muluk
2,terbaik
2,Pas mau ngirim status gambar nya burem gitu....jadi foto kita tu kaya kurang jelas dan bisa juga ngerubah bentuk muka...tolong di perbaiki lagi ya!
2,"update nya udah bagus, tapi kok deskripsi saluran gak lengkap ya ? aku udah nulis panjang panjang tapi malah gak lengkap keliatan nya asli kecewa bgt. tolong bug nya di perbaiki yaa ( ཀ͝ ∧ ཀ͝ )"
2,tolong dong kenapa saya gak bisa login yaa?
2,Knapa harus android versi 5.0
2,kok aku blm dpat musikk d sw ya?
2,aplikasinya sangat bagus tapi ada yang kurang
2,KALO SAYA JOMBLO NIH SIAPA MAU BUG DLL NYA MODE OFFLINE HEMAT DATA SUPAYA ENAK SMS NYA VC DI PERBAIKIN BUG DLL NYA YA HEMAT DATA SUPAYA ENAK PEMAIN NGETIK SMS NYA BANG DI BACA YA PLISS DI TURUNIN MB NYA WA TURUNIN MB NYA OKE JANGAN DI UPDATE PLISS
2,aplikasi mengalami crash
2,"sekarang lama banget loadingnya pdhl sinyal bagus,tolonv di perbaiki lagi yaa"
2,"kok sudah diupdate tetap ngg ada fitur musiknya ya , padahal biasanya lngsung ada, tpi ini udah diupdate berkali kali tetap ngg ada, mohon maaf sebelumnya🙏"
2,sistem suka error bilang WhatsApp tidak resmi
2,"dari segi fitur skrg di tambahkan semakin banyak tapi mohon,untuk teknisi terutama delay atau pending pada aplikasi dari pengiriman foto vidio semacamnya di optimalkan lagi,please have a repair for signal and then your ""sending"""
2,"gada fitur music di story padahal sudah di update tpi gada"" cape nunguuin ga nongol"" fitur musik ny + kalo vc an gada filternya"
2,knpa watsap skarng ada link bokep nya si kan anak anak pada punya watsap sekarang ngeri kalo bisa d blok aja link bokep nya 🙏
2,maaaf tolongg kunciii cattt untuk update selanjutnya diii hilangin aja soalnya malah jadii pintu perselingkuhan
2,"Makin parah az,masa mo update status az loding y smp setengah jam,signal bagus memory kosong.Parah parah parah 👎👎👎👎"
2,"update status gambar/video jadi pecah g jelas..semua jd otomatis,g ada pengaturan utk HD"
2,ini kenapa status WA nya jadi kayak story ig??!! Balikin gak?! 😭🫵 Better kayak dulu scroll ke bawah ajaaa
2,wa semakin eror setelah di update tolong di perbaiki yaa
2,"masa di buka balik lagi 🗿, alhasinya di hapus lalu di download lagi deh, eh malah makin ga bisa 😭😭"
2,ok
2,"Beberapa minggu terakhir ini, setiap ada pesan baru masuk selalu tidak muncul di WA WEB, hanya muncul di hape. Untuk memunculkan di WA WEB harus login ulang, sehingga sangat merepotkan sekali karena kami sering berinteraksi dengan WA WEB, mohon bantuannya, terima kasih"
2,setelah update kolom chat sering hilang/tenggelam dan harus relog apk dulu baru muncul
2,gaa jelass sukaa gaa bisa di download
2,sekarang kurang bgus klo Diperbarui. kdng sush kdng apa lh. perbaiki lg dong sistem nya. p lg klo vc muter muter pdhl jrngn bgus. suara sk ilng ilng
2,susah.di.instal.kenapa?
2,"benci saya,, akhir2 ini setiap liat story video mesti gagal terus"
2,"aneh skrg WhatsApp sering spam akun WhatsApp aq,,, pdhl aq gk melanggar peraturan & ketentuan dr pihak WhatsApp,,, yg lebih parah 2 akun WhatsApp aq loh yg kena spam dh gitu barengan lg ..yg lebih aneh lg sdh lebih dr 3x ..mohon bwt admin .. WhatsApp yg ky dl lg ..yg gk ad spam & pemblokiran ..mkch"
2,"kenapa harus ada bug sihh,terus gimna inii wa sayaa"
2,kenapa kamera depan wa tidak berfungsi
2,apa sih Whatsap persi resmi?
2,sayap ingin berteman dengan anda
2,kena SPAM trus.bmohon pencerahan nya min🙏
2,"saya heran kok WA saya gak bisa dipulihkan,instruksi harus pakai yg resmi...terus yg mana lg???ini sdh WA LLC ..."
2,"wa makin kesini makin mirip ig, untuk fitur lain sih fine,apalagi yang bisa nambahin musik. tapi kenapa sekarang kalo mau bikin sw yang foto/videi ukuran 3:4 atau 1:1 malah di zoom dan dikasih background kaya di ig??? gasuka banget ihh.. kita pengen yang normal kaya kemaren ajaaa"
2,akhir akhir ini sering eror
2,"kenapa punya saya sering spam,, padahal kartu baru"
2,itu fitur menyebut grup lebih baik dijadikan khusus admin grup aja lahh malah jadi fitur tolol digunakan buat orang yg caper di grup haus perhatian
2,apa di WA gw doang yg ngga bisa pake musik?/fitur terbaru nya?
2,udh bagus tapi kenapa saya kasih bintang 2 Karana saya tidak bisa bkin status kan aneh bisa tolong benerin GK masalah ini knp akun saya tidak bisa menggunakan wa lagi ya kata nya (spam)tapi saya GK pernah nyepam knp ya tolong tiap saya ganti no gini trus cape trus duit saya abis tolong di perbaiki KLO tidak saya laporkan ya
2,udah beberapa kali di update tapi belum ada juga bubble chat nyaa😪
2,setiap saya melakukan telepon akun saya tiba tiba tidak bisa di gunakan di karenakan spam padahal saya hanya melakukan telepon biasa dan kejadian tersebut sudah terjadi selama 6 kali dan itu menggangu saya
2,di-update kok malah jadi sering keluar dari apknya sendiri giman sih
2,Sangat sangat bagus
2,banyak eror nya saluran se harian ga ke kirim gimana sih
2,wa di saya tidak bisa di tekan
2,akun saya terblokir tanpa alasan yang jelas
2,apa knpo punya aku gbisa dibuka
2,"karna mengetik nya tidak berubah, masih ada di bawah nama kontak"
2,"SUDAH DIUPDATE KE VERSI TERBARU TETAP AJA DISURUH INSTAL VERSI RESMI, YG RESMI ADA DIMNA ? SELAIN DI GOOGLEPLAY"
2,tolong diperbaiki lagi dan hapus fitur peninjauan. terima kasih.
2,semenjak di update tiba tiba kamera buat vc gabisa
2,tidak dapat kode
2,"please la pihak WhatsApp,gua udah hampir 1 bulan ga bisa ngirim video/bikin story' video.Tolong ada kerja sama nyaa,harus cepat di selesaikan permasalahan ini"
2,Kenapa fitur Tema chatnya tidak muncul di hp saya padahal di hp adik dan ibu saya bisa kenapa dihp saya tidak ada padahal udah di update sampe sekarang belum ada muncul fiturnya
2,"Kenapa setiap kirm fto loading "" terus vdio juga gtu g bisa d krm padahl udah d update , semakin d update semakin lelet, mohon dong bantuanya ,,"
2,mantap
2,"kenapa ketika WA saya pakai utk vc, gambar saya selalu tdk nampak. udah uninstall, install ulang tetap aja. udah update apl juga padahal, tdk setting aneh²."
2,sering terblokir
2,kualitas vidio cerita whatsapp blur parah sekali
2,apl gaje
2,"kadaluarsa mulu, baru di Istall mlah ngbug..."
2,sangat buruk selalu di spam padahal pakek nmo sendiri
2,"normal kan WhatsApp ke semula , jangan naik versi yang terlalu tinggi, hargai hp versi standar"
2,"Jeleknya sekarang kalau hp rusak, sudah download gak bisa masuk ke wa sebelumnya, harus pakai pasword padahal hp lama rusak/mati, terpaksa harus ganti kartu perdana/nomer baru"
2,sering eror apk bedul
2,yg lain udh ada fitur lagu sy gaada
2,wa saya digunakan orang yang tidak di kenal tolong pulihkan wa saya
2,"sinyal full tapi kirim pesan , Lelet padahal Kuota masih Banyak"
2,Kenapa WA jadi ngelag?????
2,"ko grupnya jd hilang,,"
2,"tidak tau mengapa, wifi saya lancar jaya tetapi ketika ingin mengirim pesan aneh nya ngejam terus"
2,"knp utk notifikasi pesan & nada dering sdh di setting tp wktu pesan masuk/panggilan masuk nadanya kadang2 berubah jd default bawaan ponsel. Trs jga utk notifikasi nada grup jg sdh di setting terkadang jg notifikasi nada berbeda lg jd nada pesan pribadi utk pesan yg dbls di dlm chat grup padahal kn nada sdh di setting. Tlg perbaiki ya,min. utk aplikasi ini sdh bagus kok cma bagi saya pribadi utk nada pesan/dering itu aja ya Makasih."
2,bagus sekali
2,knpa yah ko makin banyak iklanya🤔🤔
2,"knpa lodingnya lemot sekali lma dari kemaren udah di apdate masih aja blm kebuka,sedihnya bagaimna bisa bisnis klo lemot beginimah,"
2,"kenapa si nomor nya ke blokir"" terus"
2,propesonal
2,"Tolong hapus fitur sekali lihat, gak bisa simpan foto pap dr mutiara ya ampun."
2,Masa iya bikin whatsap belum seumur jagung sudah dimintai perbaruhan 😣😩😩
2,"tolong dong gimana ini WhatsApp 1. ada bug dimana salah satu dari chat saya tidak terdapat notifnya (tidak keluar notif) padahal chat yang lain keluar. 2. setelah saya uninstall WhatsApp, dan ingin instal ulang lagi, kenapa tidak bisa restore? data backup masih ada di drive, tapi kenapa tidak ter detect? keterangan tersebut berbunyi (Cadangan tidak ditemukan untuk akun ini) padahal di drive masi tertera data pemulihan chat mohon fix masalah ini pihak WhatsApp"
2,"washap saua kena spam n nomor nya sudah di privikasi pas uda selesai frivikasi eehhh washa nya mintak di Download eehhh uda di Download malah gak bisah masuk,,,"
2,"udah di-update tetep aja ga ada yang ngechat, hmzzzt"
2,buat video call sama telepon suka mati sendiri tolong untuk pihak WhatsApp segera di perbaiki lagi dan maaf jika saya mengasih rating kurang karena yang saya kecewa kan seperti itu terimakasih🙏
2,sangan baik
2,"berusahalah untuk melakukan ""doa""IBU."
2,"Aplilasi gak jelas, load nya lama padahal sinyal bagus"
2,sangat jernih suaranya gambarnya juga sangat jelas
2,"tolong bantuannya bos, akun wa saya kena spam. bolak balik di pulihkan tidak bisa juga"
2,"WhatsApp ya jelek , klo di kirimin foto ga bisa diliat apa lagi simpen"
2,TOLONG DI PERKETAT WHATSAPP NYA
2,suka ada bug di camera nya jadi hitam semua
2,notifikasi pop nya di android saya ga bisa kenapa ya makin update makin ga enak nih wa
2,ngeleg mutar mutar kirim status
2,kenapa yaaa wassap inii tuuuu sering bangett harus di aplod ulang jdii gua ksii bintang satu dahh mapp yeee
2,Gatau deh... sekarang WhatsApp sering ngeleg padahal wifi bagus
2,"sempet copot wa,terus pas mau instal lgi ga bisaaaa knppppp tolongghhgg"
2,sadap whatsap
2,wa nya elor apa gimana apk nya bagus tapi akun saya suka kena spam gitu kalo ada yang tau kenapa yaa kira kira
2,pas gw update fitur fitur nya ditarik semua fitur warna chat fitur filter di telpon video call/kamera banyak dh fitur yg dipangkas semua
2,😌
2,aplikasinya makin lama makin aneh dan ada bug yang ngebikin kita gak bisa ngechatlah tiba tiba keluar sendiri mohon di perbaiki
2,tolong di hd kan lagi setiap up sw pakai musik slalu hdnya rendah (blur).
2,sangat seru menggunakan WhatsApp
2,kok wa saya belum ada fitur musiknya? ada yg tahu kenapa dan bagaimana caranya?
2,Plis lah..... saya minta tolong. Saat selesai buat story wa tolong jangan di burik kan videonya...
2,"knp WA q sekarang g bisa d buka,tiap masuk K aplikasi WA selalu kembali K layar awal,padahal udah d restart"
2,kenapa ya setiap 1 bulan sekali nama temen + keluarga saya semua hilang. repot baget harus save lagi satu²
2,wa nya ngeleg abis pdlh ps cba di apk lain ga
2,aplikasi WhatsApp sangat burung sering kena spam
2,lebih ditingkatkan lagi
2,Keriset trus kontak ku jadi ilang mulu dari 100 lebih kontak jadi 27😡😡 gtau hp ku yang burik atau WhatsApp nya😞
2,tolong dong setiap tutup wa call tiba2 setelan Do Not Disturb nyala sendiri
2,"sekarang sering error,, lemot kadang gabisa putar voice kadang gabisa kirim pesan voice"
2,"Gimana dah ini, masa ga bisa buat save kontak?, setiap mau di save pasti selalu muncul kaya gini ""tidak dapat merubah penyimpanan kontak"" mohon di perbaiki masalah ini karna sgt menyebalkan"
2,nama chat bisa tiba tiba ngilang
2,"saya sangat mendukung saling berkomunikasi lewat whashap salam kenal untuk teman teman seperjuangan ,saya adalah pendatang baru mudah mudahan bisa lancar rejekinya, GBU."
2,kenapa wa saya gak bisa buat status
